wavelength_nm,qe
1.481000000000000000e+03,9.514512671794226328e-01
1.482000000000000000e+03,9.514007621289175543e-01
1.483000000000000000e+03,9.513502570784124757e-01
1.484000000000000000e+03,9.512997520279073971e-01
1.485000000000000000e+03,9.512492469774024295e-01
1.486000000000000000e+03,9.511987419268973509e-01
1.487000000000000000e+03,9.511482368763922723e-01
1.488000000000000000e+03,9.510977318258871938e-01
1.489000000000000000e+03,9.510472267753822262e-01
1.490000000000000000e+03,9.509967217248771476e-01
1.491000000000000000e+03,9.509462166743720690e-01
1.492000000000000000e+03,9.508957116238671015e-01
1.493000000000000000e+03,9.508452065733620229e-01
1.494000000000000000e+03,9.507947015228569443e-01
1.495000000000000000e+03,9.507441964723518657e-01
1.496000000000000000e+03,9.506936914218468981e-01
1.497000000000000000e+03,9.506431863713418196e-01
1.498000000000000000e+03,9.505926813208367410e-01
1.499000000000000000e+03,9.505421762703316624e-01
1.500000000000000000e+03,9.504916712198266948e-01
1.501000000000000000e+03,9.504411661693216162e-01
1.502000000000000000e+03,9.503906611188165376e-01
1.503000000000000000e+03,9.503401560683114591e-01
1.504000000000000000e+03,9.502896510178064915e-01
1.505000000000000000e+03,9.502391459673014129e-01
1.506000000000000000e+03,9.499412610533528589e-01
1.507000000000000000e+03,9.495739515951343579e-01
1.508000000000000000e+03,9.492066421369157458e-01
1.509000000000000000e+03,9.488393326786972448e-01
1.510000000000000000e+03,9.484720232204786328e-01
1.511000000000000000e+03,9.481047137622601317e-01
1.512000000000000000e+03,9.477374043040416307e-01
1.513000000000000000e+03,9.473700948458230187e-01
1.514000000000000000e+03,9.470027853876045176e-01
1.515000000000000000e+03,9.466354759293859056e-01
1.516000000000000000e+03,9.462681664711674046e-01
1.517000000000000000e+03,9.459008570129487925e-01
1.518000000000000000e+03,9.455335475547302915e-01
1.519000000000000000e+03,9.451662380965116794e-01
1.520000000000000000e+03,9.447989286382931784e-01
1.521000000000000000e+03,9.444316191800746774e-01
1.522000000000000000e+03,9.440643097218560653e-01
1.523000000000000000e+03,9.436970002636375643e-01
1.524000000000000000e+03,9.433296908054189522e-01
1.525000000000000000e+03,9.429623813472004512e-01
1.526000000000000000e+03,9.425950718889818392e-01
1.527000000000000000e+03,9.422277624307633381e-01
1.528000000000000000e+03,9.418604529725447261e-01
1.529000000000000000e+03,9.414931435143262251e-01
1.530000000000000000e+03,9.411258340561077240e-01
1.531000000000000000e+03,9.397673785607211228e-01
1.532000000000000000e+03,9.383820971754397444e-01
1.533000000000000000e+03,9.369968157901583661e-01
1.534000000000000000e+03,9.356115344048768767e-01
1.535000000000000000e+03,9.342262530195954984e-01
1.536000000000000000e+03,9.328409716343141200e-01
1.537000000000000000e+03,9.314556902490327417e-01
1.538000000000000000e+03,9.300704088637513633e-01
1.539000000000000000e+03,9.286851274784699850e-01
1.540000000000000000e+03,9.272998460931886067e-01
1.541000000000000000e+03,9.259145647079071173e-01
1.542000000000000000e+03,9.245292833226257390e-01
1.543000000000000000e+03,9.231440019373443606e-01
1.544000000000000000e+03,9.217587205520629823e-01
1.545000000000000000e+03,9.203734391667816039e-01
1.546000000000000000e+03,9.189881577815002256e-01
1.547000000000000000e+03,9.176028763962188473e-01
1.548000000000000000e+03,9.162175950109373579e-01
1.549000000000000000e+03,9.148323136256559795e-01
1.550000000000000000e+03,9.134470322403746012e-01
1.551000000000000000e+03,9.120530692745207890e-01
1.552000000000000000e+03,9.106549612097459834e-01
1.553000000000000000e+03,9.092568531449712887e-01
1.554000000000000000e+03,9.078587450801965941e-01
1.555000000000000000e+03,9.064606370154218995e-01
1.556000000000000000e+03,9.050625289506470939e-01
1.557000000000000000e+03,9.036644208858723992e-01
1.558000000000000000e+03,9.022663128210977046e-01
1.559000000000000000e+03,9.008682047563230100e-01
1.560000000000000000e+03,8.994700966915482043e-01
1.561000000000000000e+03,8.980719886267735097e-01
1.562000000000000000e+03,8.966738805619988151e-01
1.563000000000000000e+03,8.952757724972241204e-01
1.564000000000000000e+03,8.938776644324493148e-01
1.565000000000000000e+03,8.924795563676746202e-01
1.566000000000000000e+03,8.910814483028999256e-01
1.567000000000000000e+03,8.896833402381251199e-01
1.568000000000000000e+03,8.882852321733504253e-01
1.569000000000000000e+03,8.868871241085757307e-01
1.570000000000000000e+03,8.854890160438010360e-01
1.571000000000000000e+03,8.845855860330705811e-01
1.572000000000000000e+03,8.844891673002882593e-01
1.573000000000000000e+03,8.843927485675058264e-01
1.574000000000000000e+03,8.842963298347235046e-01
1.575000000000000000e+03,8.841999111019410718e-01
1.576000000000000000e+03,8.841034923691587499e-01
1.577000000000000000e+03,8.840070736363764281e-01
1.578000000000000000e+03,8.839106549035939953e-01
1.579000000000000000e+03,8.838142361708116734e-01
1.580000000000000000e+03,8.837178174380292406e-01
1.581000000000000000e+03,8.836213987052469188e-01
1.582000000000000000e+03,8.835249799724644859e-01
1.583000000000000000e+03,8.834285612396821641e-01
1.584000000000000000e+03,8.833321425068998423e-01
1.585000000000000000e+03,8.832357237741174094e-01
1.586000000000000000e+03,8.831393050413350876e-01
1.587000000000000000e+03,8.830428863085526547e-01
1.588000000000000000e+03,8.829464675757703329e-01
1.589000000000000000e+03,8.828500488429880111e-01
1.590000000000000000e+03,8.827536301102055782e-01
1.591000000000000000e+03,8.826572113774232564e-01
1.592000000000000000e+03,8.825607926446408236e-01
1.593000000000000000e+03,8.824643739118585017e-01
1.594000000000000000e+03,8.823679551790760689e-01
1.595000000000000000e+03,8.822715364462937471e-01
1.596000000000000000e+03,8.822382378825450733e-01
1.597000000000000000e+03,8.822520119872282462e-01
1.598000000000000000e+03,8.822657860919114192e-01
1.599000000000000000e+03,8.822795601965947032e-01
1.600000000000000000e+03,8.822933343012778762e-01
1.601000000000000000e+03,8.823071084059610492e-01
1.602000000000000000e+03,8.823208825106442221e-01
1.603000000000000000e+03,8.823346566153275061e-01
1.604000000000000000e+03,8.823484307200106791e-01
1.605000000000000000e+03,8.823622048246938521e-01
1.606000000000000000e+03,8.823759789293770250e-01
1.607000000000000000e+03,8.823897530340603090e-01
1.608000000000000000e+03,8.824035271387434820e-01
1.609000000000000000e+03,8.824173012434266550e-01
1.610000000000000000e+03,8.824310753481098279e-01
1.611000000000000000e+03,8.824448494527930009e-01
1.612000000000000000e+03,8.824586235574762849e-01
1.613000000000000000e+03,8.824723976621594579e-01
1.614000000000000000e+03,8.824861717668426309e-01
1.615000000000000000e+03,8.824999458715258038e-01
1.616000000000000000e+03,8.825137199762090878e-01
1.617000000000000000e+03,8.825274940808922608e-01
1.618000000000000000e+03,8.825412681855754338e-01
1.619000000000000000e+03,8.825550422902586067e-01
1.620000000000000000e+03,8.825688163949418907e-01
1.621000000000000000e+03,8.810691940206500927e-01
1.622000000000000000e+03,8.791062310576871486e-01
1.623000000000000000e+03,8.771432680947242044e-01
1.624000000000000000e+03,8.751803051317611493e-01
1.625000000000000000e+03,8.732173421687982051e-01
1.626000000000000000e+03,8.712543792058352610e-01
1.627000000000000000e+03,8.692914162428723168e-01
1.628000000000000000e+03,8.673284532799093727e-01
1.629000000000000000e+03,8.653654903169463175e-01
1.630000000000000000e+03,8.634025273539833734e-01
1.631000000000000000e+03,8.614395643910204292e-01
1.632000000000000000e+03,8.594766014280574851e-01
1.633000000000000000e+03,8.575136384650945409e-01
1.634000000000000000e+03,8.555506755021314858e-01
1.635000000000000000e+03,8.535877125391685416e-01
1.636000000000000000e+03,8.516247495762055975e-01
1.637000000000000000e+03,8.496617866132426533e-01
1.638000000000000000e+03,8.457675711559200504e-01
1.639000000000000000e+03,8.415368019251507903e-01
1.640000000000000000e+03,8.373060326943816412e-01
1.641000000000000000e+03,8.330752634636123810e-01
1.642000000000000000e+03,8.288444942328432319e-01
1.643000000000000000e+03,8.246137250020740828e-01
1.644000000000000000e+03,8.203829557713048226e-01
1.645000000000000000e+03,8.149216256081712739e-01
1.646000000000000000e+03,8.083343240208696878e-01
1.647000000000000000e+03,8.017470224335679907e-01
1.648000000000000000e+03,7.951597208462662936e-01
1.649000000000000000e+03,7.882469371243632228e-01
1.650000000000000000e+03,7.810941593465855481e-01
1.651000000000000000e+03,7.739413815688078735e-01
1.652000000000000000e+03,7.667886037910300878e-01
1.653000000000000000e+03,7.590216777109961566e-01
1.654000000000000000e+03,7.424476036369218601e-01
1.655000000000000000e+03,7.261159911645335141e-01
1.656000000000000000e+03,7.163706207941632487e-01
1.657000000000000000e+03,7.066252504237929832e-01
1.658000000000000000e+03,6.968798800534227178e-01
1.659000000000000000e+03,6.830439547268009060e-01
1.660000000000000000e+03,6.637229670724804631e-01
1.661000000000000000e+03,6.483988287871772505e-01
1.662000000000000000e+03,6.345099398982877448e-01
1.663000000000000000e+03,6.200514717213725380e-01
1.664000000000000000e+03,6.049773976472985204e-01
1.665000000000000000e+03,5.899033235732243918e-01
1.666000000000000000e+03,5.733835721991038525e-01
1.667000000000000000e+03,5.561243129398445451e-01
1.668000000000000000e+03,5.388650536805852376e-01
1.669000000000000000e+03,5.087642548928900110e-01
1.670000000000000000e+03,4.879819694868203772e-01
1.671000000000000000e+03,4.718708583757085240e-01
1.672000000000000000e+03,4.547572507320027935e-01
1.673000000000000000e+03,4.357572507320039423e-01
1.674000000000000000e+03,4.169318162360206026e-01
1.675000000000000000e+03,3.998330508039220632e-01
1.676000000000000000e+03,3.827342853718234683e-01
1.677000000000000000e+03,3.626842006130001628e-01
1.678000000000000000e+03,3.379311141932478391e-01
1.679000000000000000e+03,3.204625776955862815e-01
1.680000000000000000e+03,3.062033184363269767e-01
1.681000000000000000e+03,2.919440591770677274e-01
1.682000000000000000e+03,2.799638972363479028e-01
1.683000000000000000e+03,2.683088046437554497e-01
1.684000000000000000e+03,2.566537120511629966e-01
1.685000000000000000e+03,2.434800773959342468e-01
1.686000000000000000e+03,2.261343983835882587e-01
1.687000000000000000e+03,2.103552165202642044e-01
1.688000000000000000e+03,1.996144757795230429e-01
1.689000000000000000e+03,1.888737350387819092e-01
1.690000000000000000e+03,1.781329942980407754e-01
1.691000000000000000e+03,1.700028252940858631e-01
1.692000000000000000e+03,1.623176401089005405e-01
1.693000000000000000e+03,1.546324549237152457e-01
1.694000000000000000e+03,1.469472697385299231e-01
1.695000000000000000e+03,1.404480516886111863e-01
1.696000000000000000e+03,1.342546360507512193e-01
1.697000000000000000e+03,1.280612204128912524e-01
1.698000000000000000e+03,1.218678047750312576e-01
1.699000000000000000e+03,1.156743891371712907e-01
1.700000000000000000e+03,1.094809734993113237e-01
