wavelength_nm,intensity_norm
1.481000000000000000e+03,5.370277887570753528e-01
1.482000000000000000e+03,5.364300031737122554e-01
1.483000000000000000e+03,5.358322175903492690e-01
1.484000000000000000e+03,5.352344320069861716e-01
1.485000000000000000e+03,5.346366464236231852e-01
1.486000000000000000e+03,5.340388608402601989e-01
1.487000000000000000e+03,5.334410752568971015e-01
1.488000000000000000e+03,5.328432896735341151e-01
1.489000000000000000e+03,5.322455040901710177e-01
1.490000000000000000e+03,5.316477185068080313e-01
1.491000000000000000e+03,5.310499329234449339e-01
1.492000000000000000e+03,5.304521473400819476e-01
1.493000000000000000e+03,5.298543617567189612e-01
1.494000000000000000e+03,5.292565761733558638e-01
1.495000000000000000e+03,5.286587905899928774e-01
1.496000000000000000e+03,5.280610050066297800e-01
1.497000000000000000e+03,5.274632194232667937e-01
1.498000000000000000e+03,5.268654338399038073e-01
1.499000000000000000e+03,5.275012157667996471e-01
1.500000000000000000e+03,5.284871892105608149e-01
1.501000000000000000e+03,5.294731626543219827e-01
1.502000000000000000e+03,5.304591360980831505e-01
1.503000000000000000e+03,5.314451095418443183e-01
1.504000000000000000e+03,5.324310829856054861e-01
1.505000000000000000e+03,5.334170564293667649e-01
1.506000000000000000e+03,5.344030298731279327e-01
1.507000000000000000e+03,5.353890033168891005e-01
1.508000000000000000e+03,5.363749767606502683e-01
1.509000000000000000e+03,5.373609502044114361e-01
1.510000000000000000e+03,5.383469236481726039e-01
1.511000000000000000e+03,5.393328970919338827e-01
1.512000000000000000e+03,5.403188705356950505e-01
1.513000000000000000e+03,5.413048439794562183e-01
1.514000000000000000e+03,5.422908174232173861e-01
1.515000000000000000e+03,5.432767908669785539e-01
1.516000000000000000e+03,5.442627643107397217e-01
1.517000000000000000e+03,5.452487377545010006e-01
1.518000000000000000e+03,5.462347111982621684e-01
1.519000000000000000e+03,5.472206846420233362e-01
1.520000000000000000e+03,5.482066580857845040e-01
1.521000000000000000e+03,5.483650483691496769e-01
1.522000000000000000e+03,5.461957188681142439e-01
1.523000000000000000e+03,5.440263893670788109e-01
1.524000000000000000e+03,5.418570598660433779e-01
1.525000000000000000e+03,5.396877303650079449e-01
1.526000000000000000e+03,5.375184008639725119e-01
1.527000000000000000e+03,5.353490713629370790e-01
1.528000000000000000e+03,5.331797418619016460e-01
1.529000000000000000e+03,5.310104123608662130e-01
1.530000000000000000e+03,5.288410828598307800e-01
1.531000000000000000e+03,5.266717533587953470e-01
1.532000000000000000e+03,5.245024238577600251e-01
1.533000000000000000e+03,5.223330943567245921e-01
1.534000000000000000e+03,5.201637648556891591e-01
1.535000000000000000e+03,5.179944353546537261e-01
1.536000000000000000e+03,5.159783500752408436e-01
1.537000000000000000e+03,5.150240619784437479e-01
1.538000000000000000e+03,5.140697738816465412e-01
1.539000000000000000e+03,5.131154857848493345e-01
1.540000000000000000e+03,5.121611976880521278e-01
1.541000000000000000e+03,5.112069095912550321e-01
1.542000000000000000e+03,5.102526214944578253e-01
1.543000000000000000e+03,5.092983333976606186e-01
1.544000000000000000e+03,5.083440453008634119e-01
1.545000000000000000e+03,5.073897572040663162e-01
1.546000000000000000e+03,5.064354691072691095e-01
1.547000000000000000e+03,5.054811810104719028e-01
1.548000000000000000e+03,5.045268929136748071e-01
1.549000000000000000e+03,5.035726048168776003e-01
1.550000000000000000e+03,5.026183167200803936e-01
1.551000000000000000e+03,5.016640286232831869e-01
1.552000000000000000e+03,5.007097405264859802e-01
1.553000000000000000e+03,4.997988254649612938e-01
1.554000000000000000e+03,4.996944502043740854e-01
1.555000000000000000e+03,4.995900749437869326e-01
1.556000000000000000e+03,4.994856996831997242e-01
1.557000000000000000e+03,4.993813244226125159e-01
1.558000000000000000e+03,4.992769491620253075e-01
1.559000000000000000e+03,4.991725739014380991e-01
1.560000000000000000e+03,4.990681986408509463e-01
1.561000000000000000e+03,4.989638233802637379e-01
1.562000000000000000e+03,4.988594481196765296e-01
1.563000000000000000e+03,4.987550728590893212e-01
1.564000000000000000e+03,4.986506975985021684e-01
1.565000000000000000e+03,4.985463223379149600e-01
1.566000000000000000e+03,4.984419470773277516e-01
1.567000000000000000e+03,4.983375718167405433e-01
1.568000000000000000e+03,4.982331965561533349e-01
1.569000000000000000e+03,4.981288212955661820e-01
1.570000000000000000e+03,4.980244460349789737e-01
1.571000000000000000e+03,4.979200707743917653e-01
1.572000000000000000e+03,4.978156955138045570e-01
1.573000000000000000e+03,4.977113202532174041e-01
1.574000000000000000e+03,4.976069449926301957e-01
1.575000000000000000e+03,4.975025697320429874e-01
1.576000000000000000e+03,4.973981944714557790e-01
1.577000000000000000e+03,4.972938192108685707e-01
1.578000000000000000e+03,4.971894439502814178e-01
1.579000000000000000e+03,4.970850686896942094e-01
1.580000000000000000e+03,4.959747802604170253e-01
1.581000000000000000e+03,4.945835158539894638e-01
1.582000000000000000e+03,4.931922514475619579e-01
1.583000000000000000e+03,4.918009870411343964e-01
1.584000000000000000e+03,4.904097226347068350e-01
1.585000000000000000e+03,4.890184582282792736e-01
1.586000000000000000e+03,4.876271938218517121e-01
1.587000000000000000e+03,4.862359294154241507e-01
1.588000000000000000e+03,4.848446650089966448e-01
1.589000000000000000e+03,4.834534006025690833e-01
1.590000000000000000e+03,4.820621361961415219e-01
1.591000000000000000e+03,4.806708717897139604e-01
1.592000000000000000e+03,4.792796073832863990e-01
1.593000000000000000e+03,4.778883429768588376e-01
1.594000000000000000e+03,4.764970785704312761e-01
1.595000000000000000e+03,4.751058141640037702e-01
1.596000000000000000e+03,4.737145497575762088e-01
1.597000000000000000e+03,4.723232853511486473e-01
1.598000000000000000e+03,4.709320209447210859e-01
1.599000000000000000e+03,4.695407565382935244e-01
1.600000000000000000e+03,4.681494921318659630e-01
1.601000000000000000e+03,4.669051621995539136e-01
1.602000000000000000e+03,4.659613993391184539e-01
1.603000000000000000e+03,4.650176364786829386e-01
1.604000000000000000e+03,4.640738736182474788e-01
1.605000000000000000e+03,4.631301107578120191e-01
1.606000000000000000e+03,4.621863478973765038e-01
1.607000000000000000e+03,4.612425850369410441e-01
1.608000000000000000e+03,4.602988221765055843e-01
1.609000000000000000e+03,4.593550593160700690e-01
1.610000000000000000e+03,4.584112964556346093e-01
1.611000000000000000e+03,4.574675335951991495e-01
1.612000000000000000e+03,4.565237707347636342e-01
1.613000000000000000e+03,4.555800078743281745e-01
1.614000000000000000e+03,4.546362450138927147e-01
1.615000000000000000e+03,4.536924821534571994e-01
1.616000000000000000e+03,4.527487192930217397e-01
1.617000000000000000e+03,4.518049564325862244e-01
1.618000000000000000e+03,4.508611935721507646e-01
1.619000000000000000e+03,4.499174307117153049e-01
1.620000000000000000e+03,4.489736678512797896e-01
1.621000000000000000e+03,4.480299049908443298e-01
1.622000000000000000e+03,4.470861421304088701e-01
1.623000000000000000e+03,4.461423792699733548e-01
1.624000000000000000e+03,4.464398240513717808e-01
1.625000000000000000e+03,4.467380390816209079e-01
1.626000000000000000e+03,4.470362541118700350e-01
1.627000000000000000e+03,4.473344691421192176e-01
1.628000000000000000e+03,4.476326841723683447e-01
1.629000000000000000e+03,4.479308992026175273e-01
1.630000000000000000e+03,4.482291142328666544e-01
1.631000000000000000e+03,4.485273292631158371e-01
1.632000000000000000e+03,4.488255442933649642e-01
1.633000000000000000e+03,4.491237593236140913e-01
1.634000000000000000e+03,4.494219743538632739e-01
1.635000000000000000e+03,4.497201893841124010e-01
1.636000000000000000e+03,4.500184044143615836e-01
1.637000000000000000e+03,4.503166194446107107e-01
1.638000000000000000e+03,4.506148344748598378e-01
1.639000000000000000e+03,4.509130495051090204e-01
1.640000000000000000e+03,4.512112645353581475e-01
1.641000000000000000e+03,4.515094795656073301e-01
1.642000000000000000e+03,4.518076945958564572e-01
1.643000000000000000e+03,4.521059096261056398e-01
1.644000000000000000e+03,4.524041246563547669e-01
1.645000000000000000e+03,4.527023396866038940e-01
1.646000000000000000e+03,4.530005547168530766e-01
1.647000000000000000e+03,4.532987697471022037e-01
1.648000000000000000e+03,4.535969847773513863e-01
1.649000000000000000e+03,4.538951998076005134e-01
1.650000000000000000e+03,4.523756198998962197e-01
1.651000000000000000e+03,4.501837394275650661e-01
1.652000000000000000e+03,4.479918589552339681e-01
1.653000000000000000e+03,4.457999784829028700e-01
1.654000000000000000e+03,4.436080980105717164e-01
1.655000000000000000e+03,4.414162175382406184e-01
1.656000000000000000e+03,4.392243370659094648e-01
1.657000000000000000e+03,4.370324565935783667e-01
1.658000000000000000e+03,4.348405761212472687e-01
1.659000000000000000e+03,4.326486956489161151e-01
1.660000000000000000e+03,4.304568151765850170e-01
1.661000000000000000e+03,4.282649347042539190e-01
1.662000000000000000e+03,4.260730542319227654e-01
1.663000000000000000e+03,4.238811737595916673e-01
1.664000000000000000e+03,4.216892932872605693e-01
1.665000000000000000e+03,4.194974128149294157e-01
1.666000000000000000e+03,4.173055323425983176e-01
1.667000000000000000e+03,4.154664935278011839e-01
1.668000000000000000e+03,4.148998849703278147e-01
1.669000000000000000e+03,4.143332764128545009e-01
1.670000000000000000e+03,4.137666678553811872e-01
1.671000000000000000e+03,4.132000592979078735e-01
1.672000000000000000e+03,4.126334507404345042e-01
1.673000000000000000e+03,4.120668421829611905e-01
1.674000000000000000e+03,4.115002336254878768e-01
1.675000000000000000e+03,4.109336250680145630e-01
1.676000000000000000e+03,4.103670165105412493e-01
1.677000000000000000e+03,4.098004079530678800e-01
1.678000000000000000e+03,4.092337993955945663e-01
1.679000000000000000e+03,4.086671908381212526e-01
1.680000000000000000e+03,4.081005822806479388e-01
1.681000000000000000e+03,4.075339737231745696e-01
1.682000000000000000e+03,4.069673651657012559e-01
1.683000000000000000e+03,4.064007566082279421e-01
1.684000000000000000e+03,4.058341480507546284e-01
1.685000000000000000e+03,4.052675394932813147e-01
1.686000000000000000e+03,4.047009309358079454e-01
1.687000000000000000e+03,4.041343223783346317e-01
1.688000000000000000e+03,4.035677138208613179e-01
1.689000000000000000e+03,4.030011052633880042e-01
1.690000000000000000e+03,4.024344967059146350e-01
1.691000000000000000e+03,4.018678881484413212e-01
1.692000000000000000e+03,4.013012795909680075e-01
1.693000000000000000e+03,4.007346710334946938e-01
1.694000000000000000e+03,3.999843552329087060e-01
1.695000000000000000e+03,3.992239069057734180e-01
1.696000000000000000e+03,3.984634585786381855e-01
1.697000000000000000e+03,3.977030102515028975e-01
1.698000000000000000e+03,3.969425619243676095e-01
1.699000000000000000e+03,3.961821135972323216e-01
1.700000000000000000e+03,3.954216652700970891e-01
